SNo	Rank	Allotted Quota	Allotted Institute	City	Course	Allotted Category	Candidate Category	Remarks
2479	3198	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (PSYCHIATRY)	GN	GNNO	Allotted
2480	3200	AIQ	Pt. Jawahar Lal Nehru Memorial Medical College	Raipur 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2481	3201	AIQ	Jhalawar Medical College	Jhalawar 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
2482	3202	AIQ	Netaji Subhash Chandra Bose Medical college	Jabalpur 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2483	3203	AIQ	Osmania Medical College	Koti 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2484	3206	AIQ	Calcutta National Medical College	KOLKATA 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2485	3207	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2486	3208	AIQ	KILPAUK MEDICAL COLLEGE	CHENNAI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2487	3209	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2488	3210	AIQ	Government Medical College	Surat 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2489	3211	AIQ	TIRUNELVELI Medical College	TIRUNELVELI 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2490	3214	AIQ	Nalanda Medical College	Patna 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2491	3216	AIQ	Mahatma Gandhi Medical College	Indore 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2492	3217	AIQ	Gajra Raja Medical College	Gwalior 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2493	3220	AIQ	Gandhi Medical College Musheerabad	Secunderabad 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2494	3222	AIQ	KILPAUK MEDICAL COLLEGE	CHENNAI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2495	3223	AIQ	MADURAI MEDICAL COLLEGE	MADURAI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2496	3224	AIQ	Seth Gordhandas Sunderdas Medical College	Mumbai 	M.S. (E.N.T.)	GN	GNNO	Allotted
2497	3226	AIQ	MADURAI MEDICAL COLLEGE	MADURAI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2498	3227	AIQ	B.J. Medical College	Ahmedabad 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
2499	3230	AIQ	Government Medical College	Thiruvananthapuram 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
2500	3231	AIQ	Government Medical College	Surat 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2501	3232	AIQ	P.D.U. Govt. Medical College	Rajkot 	DIPLOMA IN CHILD HEALTH/ PAEDIATRICS	GN	GNNO	Allotted
2502	3234	AIQ	B.J. Medical College	Ahmedabad 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
2503	3235	AIQ	MADURAI MEDICAL COLLEGE	MADURAI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2504	3239	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2505	3240	AIQ	Bangalore Medical College	Bangalore 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
2506	3241	AIQ	Sarojini Naidu Medical College	AGRA 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	EWNO	Allotted
2507	3244	AIQ	Karnataka Institute of Medical Sciences	Hubli 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2508	3247	AIQ	Maharaja Krishna Chandra Gajapati Medical College	Brahmapur 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2509	3248	AIQ	Government Medical College	Thrissur 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2510	3249	AIQ	Regional Institute of Medical Science	Imphal 	M.D. (PAEDIATRICS)	OBC	OBC	Allotted
2511	3250	AIQ	Guwahati Medical College	Guwahati 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2512	3251	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
2513	3253	AIQ	Dr. Vaishampayan Memorial Government Medical College	Solapur 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
2514	3255	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2515	3257	AIQ	GOA MEDICAL COLLEGE	PANAJI 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	OBC	Allotted
2516	3258	AIQ	KILPAUK MEDICAL COLLEGE	CHENNAI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2517	3259	AIQ	VEER SURENDRA SAI MEDICAL COLLEGE	BURLA 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2518	3260	AIQ	Bangalore Medical College	Bangalore 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	OBC	Allotted
2519	3261	AIQ	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (PSYCHIATRY)	OBC	OBC	Allotted
2520	3263	AIQ	Government Medical College	Miraj 	M.D. (PAEDIATRICS)	GN	EWNO	Allotted
2521	3264	AIQ	B.J. Medical College	Ahmedabad 	M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine)	GN	OBC	Allotted
2522	3268	AIQ	Seth Gordhandas Sunderdas Medical College	Mumbai 	M.S. (E.N.T.)	GN	GNNO	Allotted
2523	3269	AIQ	TIRUNELVELI Medical College	TIRUNELVELI 	M.S. (ORTHOPAEDICS)	GN	OBC	Allotted
2524	3270	AIQ	THANJAVUR MEDICAL COLLEGE	THANJAVUR 	M.S. (ORTHOPAEDICS)	GN	OBC	Allotted
2525	3271	AIQ	Ganesh Shankar Vidyarthi Memorial Medical College	KANPUR 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2526	3272	AIQ	Bangalore Medical College	Bangalore 	M.S. (OPHTHALMOLOGY)	GN	OBC	Allotted
2527	3273	AIQ	Rabindra Nath Tagore Medical College	Udaipur 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2528	3274	AIQ	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
2529	3275	AIQ	COIMBATORE Medical College	COIMBATORE 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2530	3276	AIQ	Osmania Medical College	Koti 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2531	3278	AIQ	Bangalore Medical College	Bangalore 	M.S. (E.N.T.)	GN	GNNO	Allotted
2532	3280	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2533	3282	AIQ	Indira Gandhi Government Medical College	Nagpur 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2534	3283	AIQ	COIMBATORE Medical College	COIMBATORE 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2535	3285	AIQ	MEDICAL COLLEGE	KOLKATA 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
2536	3287	AIQ	Government Medical College	Haldwani 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2537	3288	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	EWNO	Allotted
2538	3289	AIQ	Osmania Medical College	Koti 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2539	3291	AIQ	Government Medical College	Thrissur 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2540	3292	AIQ	Shrirama Chandra Bhanja Medical College	Cuttack 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2541	3294	AIQ	Baba Raghav Das Medical College	GORAKHPUR 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
2542	3298	AIQ	Government Medical College	Surat 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2543	3299	AIQ	PIMPRI CHINCHWAD MUNCIPAL CORPORATIONS YASHWANTRAO CHAVAN MEMORIAL HOSPITAL	Pune 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2544	3300	AIQ	Government Medical College	Thrissur 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2545	3301	AIQ	KILPAUK MEDICAL COLLEGE	CHENNAI 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2546	3303	AIQ	Andhra Medical College	Visakhapatnam 	DIP. IN DERM. VENEREOLOGY & LEPROSY/DERMATOLO GY /VENEREOLOGY & DERMATOLOGY/LEPRO SY/VENEREAL DISEASE & LEPROSY	GN	GNNO	Allotted
2547	3304	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
2548	3306	AMU	JWAHAR LAL NEHRU M.C. AMU	ALIGARH 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
2549	3307	AIQ	Indira Gandhi Government Medical College	Nagpur 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2550	3308	AIQ	King Georges Medical University	LUCKNOW 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
2551	3309	AIQ	Calcutta National Medical College	KOLKATA 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2552	3310	AIQ	Government Medical College	Kottayam 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2553	3312	AIQ	Calcutta National Medical College	KOLKATA 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2554	3315	AIQ	Mahatma Gandhi Medical College	Indore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2555	3316	AIQ	VEER SURENDRA SAI MEDICAL COLLEGE	BURLA 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
2556	3317	AIQ	Shri MP Shah Medical College	Jamnagar 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	EWNO	Allotted
2557	3318	AIQ	Osmania Medical College	Koti 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	OBC	Allotted
2558	3319	AIQ	Institute of Post Graduate Medical Education Research	KOLKATA 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2559	3320	DU	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
2560	3321	AIQ	STANLEY MEDICAL COLLEGE	CHENNAI 	M.S. (E.N.T.)	GN	GNNO	Allotted
2561	3322	AIQ	Sardar Patel Medical College	Bikaner 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
2562	3323	AIQ	Government Medical College	Nanded 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2563	3324	AIQ	Gandhi Medical College	Bhopal 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2564	3327	AIQ	INSTITUTE OF MEDICAL SCIENCES	VARANASI 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
2565	3333	BHU	INST.OF MED.SCIENCES	BHU VARANASI	M.S. (ORTHOPAEDICS)	GN	EWNO	Allotted
2566	3336	AIQ	Government Medical College	Haldwani 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
2567	3337	AIQ	Government Medical College	Thiruvananthapuram 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2568	3338	AIQ	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
2569	3342	AIQ	Gandhi Medical College Musheerabad	Secunderabad 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
2570	3343	AIQ	Kurnool Medical College	Kurnool 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2571	3345	AIQ	Government Medical College	Thiruvananthapuram 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2572	3347	AIQ	Shrirama Chandra Bhanja Medical College	Cuttack 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2573	3348	AIQ	ESI PGIMSR	Delhi 	M.S. (ORTHOPAEDICS)	OBC	OBC	Allotted
2574	3349	AIQ	Sri Venkateshwara Institute of Medical Sciences	Tirupati 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2575	3350	AIQ	Nalanda Medical College	Patna 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2576	3351	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2577	3352	AIQ	VEER SURENDRA SAI MEDICAL COLLEGE	BURLA 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2578	3358	AIQ	K.A.P.Viswanathan Government Medical College	TIRUCHIRAPPALLLI 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2579	3361	AIQ	Mahatma Gandhi Medical College	Indore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2580	3363	AIQ	Sri Venkateshwara Institute of Medical Sciences	Tirupati 	M.D. IN NUCLEAR MEDICINE	GN	GNNO	Allotted
2581	3364	AIQ	Osmania Medical College	Koti 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2582	3366	AIQ	Gajra Raja Medical College	Gwalior 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
2583	3369	AIQ	MADURAI MEDICAL COLLEGE	MADURAI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2584	3370	AIQ	MADURAI MEDICAL COLLEGE	MADURAI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2585	3371	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2586	3372	AIQ	Mahatma Gandhi Medical College	Indore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2587	3374	AIQ	TIRUNELVELI Medical College	TIRUNELVELI 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2588	3375	AIQ	Government Mohan Kumaramangalam Medical College	SELAM 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2589	3378	AIQ	Government Medical College	Nanded 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
2590	3379	AIQ	Kakatiya Medical College	Warangal 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	EWNO	Allotted
2591	3380	AIQ	Osmania Medical College	Koti 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2592	3381	AIQ	Osmania Medical College	Koti 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2593	3382	AIQ	Government Medical College	Patiala 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2594	3383	AIQ	Tata Memorial Centre	Mumbai 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
2595	3385	AIQ	Ganesh Shankar Vidyarthi Memorial Medical College	KANPUR 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2596	3387	AIQ	Nilratan Sircar Medical College	KOLKATA 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2597	3388	AIQ	Jawahar Lal Nehru Medical College	Ajmer 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2598	3389	AIQ	Mahatma Gandhi Medical College	Indore 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2599	3390	AIQ	ESI PGIMSR	Delhi 	M.S. (GENERAL SURGERY)	OBC	OBC	Allotted
2600	3391	AIQ	Tata Memorial Centre	Mumbai 	M.D. (PATHOLOGY)	GN	GNNO	Allotted
2601	3393	AMU	JWAHAR LAL NEHRU M.C. AMU	ALIGARH 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
2602	3394	AIQ	Lala Lajpat Rai Memorial Medical College	MEERUT 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2603	3395	AIQ	Guru Govind Singh Medical College	Faridkot 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2604	3397	AIQ	Assam Medical College	Dibrugarh 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2605	3404	AIQ	Government Medical College	Kozhikode 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
2606	3405	AIQ	Sanjay Gandhi Institute of Trauma and Orthopedics	Bangalore 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2607	3406	AIQ	Mysore Medical College and Research Institute	Mysore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2608	3407	AIQ	Dr. B.C. Roy Post Graduate Institute Of Pediatric Sciences	Kolkata 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
2609	3410	DU	LADY HARDINGE MEDICAL COLL.	N.DELHI 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2610	3412	AIQ	Government Medical College	Kota 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2611	3413	AIQ	Rajendra Institute of Medical Sciences	Ranchi 	M.S. (GENERAL SURGERY)	GN	EWNO	Allotted
2612	3414	AIQ	Government Medical College	Kottayam 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
2613	3415	AIQ	Mandya Institute of Medical Sciences	Mandya 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2614	3416	AIQ	K.A.P.Viswanathan Government Medical College	TIRUCHIRAPPALLLI 	M.S. (ORTHOPAEDICS)	GN	OBC	Allotted
2615	3418	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	OBC	OBC	Allotted
2616	3419	AIQ	Osmania Medical College	Koti 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	OBC	Allotted
2617	3421	AIQ	Rajendra Institute of Medical Sciences	Ranchi 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2618	3424	AIQ	B.J. Medical College	Ahmedabad 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
2619	3425	AIQ	Swami Ramanand Teerth Rural Medical College	Ambajogai 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2620	3426	AIQ	Rajah Muthiah Medical College	Annamalai Universit 	M.D. (GENERAL MEDICINE)	GN	OBC	Allotted
2621	3427	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
2622	3428	MNG	Kasturba Medical College	Manipal Univ. Manipal	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2623	3429	AIQ	Government Medical College	Kozhikode 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
2624	3431	AIQ	Karnataka Institute of Medical Sciences	Hubli 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2625	3432	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2626	3433	AIQ	Jawahar Lal Nehru Medical College	Ajmer 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2627	3435	AIQ	Bangalore Medical College	Bangalore 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	OBC	Allotted
2628	3437	AIQ	Vijaynagar Institute of Medical Sciences	Bellary 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2629	3438	AIQ	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	SC	SC	Allotted
2630	3441	AIQ	Government Medical College	Kottayam 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2631	3442	AIQ	COIMBATORE Medical College	COIMBATORE 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2632	3443	AIQ	Jawaharlal Nehru Medical College	Bhagalpur 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2633	3445	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
2634	3446	AIQ	Andhra Medical College	Visakhapatnam 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2635	3447	AIQ	Dr. R.P.G. Medical College	Tanda 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
2636	3448	AIQ	Government Mohan Kumaramangalam Medical College	SELAM 	M.S. (ORTHOPAEDICS)	GN	OBC	Allotted
2637	3450	AIQ	Lokmanya Tilak Municipal Medical College	Mumbai 	M.S. (E.N.T.)	GN	GNNO	Allotted
2638	3451	AIQ	THANJAVUR MEDICAL COLLEGE	THANJAVUR 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2639	3453	AIQ	CHENGALPATTU Medical College	CHENGALPATTU 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2640	3454	AIQ	Jawahar Lal Nehru Medical College	Ajmer 	M.D. (PAEDIATRICS)	GN	EWNO	Allotted
2641	3455	AIQ	Lala Lajpat Rai Memorial Medical College	MEERUT 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2642	3456	AIQ	Assam Medical College	Dibrugarh 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2643	3457	AIQ	ESI PGIMSR	Banglore 	M.S. (GENERAL SURGERY)	GN	GNNO	Allotted
2644	3458	AIQ	Karnataka Institute of Medical Sciences	Hubli 	M.S. (ORTHOPAEDICS)	GN	EWNO	Allotted
2645	3459	AIQ	Government Medical College	Miraj 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2646	3460	AIQ	Shrirama Chandra Bhanja Medical College	Cuttack 	M.D. (GENERAL MEDICINE)	SC	SC	Allotted
2647	3461	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (RADIO- DIAGNOSIS)	GN	OBC	Allotted
2648	3464	AIQ	Kakatiya Medical College	Warangal 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2649	3465	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	OBC	Allotted
2650	3466	AIQ	Topiwala National Medical College	Mumbai 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
2651	3467	AIQ	MADRAS MEDICAL COLLEGE	CHENNAI 	M.D. (ANAESTHESIOLOGY)	GN	GNNO	Allotted
2652	3468	DU	MAULANA AZAD MEDICAL COLL.	N.DELHI 	M.D. (PAEDIATRICS)	OBC	OBC	Allotted
2653	3469	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.S. (ORTHOPAEDICS)	GN	GNNO	Allotted
2654	3470	AIQ	B.J. Medical College	Ahmedabad 	M.S. (OPHTHALMOLOGY)	GN	GNNO	Allotted
2655	3471	AIQ	Ganesh Shankar Vidyarthi Memorial Medical College	KANPUR 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	EWNO	Allotted
2656	3472	AIQ	Osmania Medical College	Koti 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
2657	3473	AIQ	Assam Medical College	Dibrugarh 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2658	3474	DU	UNIV. COLL. OF MED. SCIENCE	N.DELHI 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	GNNO	Allotted
2659	3476	AIQ	Government Medical College	Kottayam 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2660	3479	AIQ	Assam Medical College	Dibrugarh 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2661	3480	AIQ	Government Medical College	Miraj 	M.D. (PAEDIATRICS)	GN	OBC	Allotted
2662	3481	AIQ	Shri Vasantrao Naik Government Medical College	Yavatmal 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2663	3482	AIQ	Sawai ManSingh Medical College	Jaipur 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2664	3483	AIQ	Govt. Medical College and Hospital	Chandigarh 	M.D. (Tuberculosis & Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine)	GN	GNNO	Allotted
2665	3484	AIQ	Rajah Muthiah Medical College	Annamalai Universit 	M.D. (GENERAL MEDICINE)	GN	GNNO	Allotted
2666	3485	AIQ	Tata Memorial Centre	Mumbai 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
2667	3486	AIQ	Andhra Medical College	Visakhapatnam 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	EWNO	Allotted
2668	3488	AIQ	Fakhruddin Ali Ahmed Medical College and Hospital	Barpeta Assam	M.D. (GENERAL MEDICINE)	GN	EWNO	Allotted
2669	3492	AIQ	Gajra Raja Medical College	Gwalior 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
2670	3493	AIQ	Mysore Medical College and Research Institute	Mysore 	M.S. (GENERAL SURGERY)	GN	EWNO	Allotted
2671	3494	AIQ	Sarojini Naidu Medical College	AGRA 	M.D. (PAEDIATRICS)	GN	EWNO	Allotted
2672	3496	AIQ	KILPAUK MEDICAL COLLEGE	CHENNAI 	M.S. (GENERAL SURGERY)	GN	OBC	Allotted
2673	3497	AIQ	Government T.D. Medical College	Alappuzha 	M.D. (Obst. & Gynae)/MS (Obstetrics and Gynaecology)	GN	OBC	Allotted
2674	3501	AIQ	Tata Memorial Centre	Mumbai 	M.D. (Radiotherapy/Radio Oncology)	GN	GNNO	Allotted
2675	3502	AIQ	Dr. Sampurnanand Medical College	Jodhpur 	M.S. (ORTHOPAEDICS)	GN	EWNO	Allotted
2676	3503	IP	VMMC and SAFDARJANG HOSPITAL	Delhi 	M.D. (DERM.,VENE. & LEPROSY)/ (DERMATOLOGY)/(SKIN & VENEREAL DISEASES)/(VENEREOL OGY)	GN	GNNO	Allotted
2677	3504	MNG	Sri Ramachandra Med. College and Res. Inst.	Chennai 	M.D. (RADIO- DIAGNOSIS)	GN	GNNO	Allotted
2678	3505	AIQ	Dr. B.C. Roy Post Graduate Institute Of Pediatric Sciences	Kolkata 	M.D. (PAEDIATRICS)	GN	GNNO	Allotted
